FID,modern_name,day,month,year,Date_Notes,latitude,longitude,County,notes,Sources,Sou,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,Count,BekyntonMY,BekyntonYM,BekYMD
479,London Bishops Inn,6,12,1445,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,12/1445,1445/12,1445/12/6
480,London Bishops Inn,7,12,1445,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,12/1445,1445/12,1445/12/7
481,London Bishops Inn,7,12,1445,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,12/1445,1445/12,1445/12/7
482,London Bishops Inn,6,1,1446,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,Sir John Trevenant,Canon of Wells,Master Thomas Bromehale,Bachelor in both laws,William Langton,"notary-public, the bishop's scribe",,,1,1/1446,1446/1,1446/1/6
483,London Bishops Inn,19,1,1446,,51.51213,-0.11451,London,Bishop's inn at London,"The great chamber of the inn of the said Master Adam de Moleyns in the parish of St. Clement wihout  the bar of the Temple, London",Register of Thomas Bekynton,Thomas Bekynton,Bishop,,John ap Thomas,"Widow, relict of John ap Thomas, esquire, of Langattok near Bergevenye in Wales",John Austil,Esquire,Master Hugh Sugar,"Doctor of laws, the bishop's chancellor",,,1,1/1446,1446/1,1446/1/19
484,London Bishops Inn,4,2,1446,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,2/1446,1446/2,1446/2/4
485,London Bishops Inn,10,2,1446,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,2/1446,1446/2,1446/2/10
486,London Bishops Inn,10,2,1446,,51.51213,-0.11451,London,Bishop's inn at London,"Collation to Sir John Pedewell, priest, of the church of Wodewyk … said Sir John swore on the Gospels to preserve the bishop from trouble in respect of the said collation …",Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,2/1446,1446/2,1446/2/10
487,London Bishops Inn,1,3,1446,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,3/1446,1446/3,1446/3/1
488,London Bishops Inn,7,3,1446,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,3/1446,1446/3,1446/3/7
489,London Bishops Inn,18,4,1446,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,4/1446,1446/4,1446/4/18
490,London Bishops Inn,7,7,1446,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,7/1446,1446/7,1446/7/7
491,London Bishops Inn,10,7,1446,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,7/1446,1446/7,1446/7/10
492,London Bishops Inn,12,7,1446,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,7/1446,1446/7,1446/7/12
493,London Bishops Inn,13,7,1446,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,7/1446,1446/7,1446/7/13
494,London Bishops Inn,14,7,1446,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,7/1446,1446/7,1446/7/14
495,London Bishops Inn,11,11,1446,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,11/1446,1446/11,1446/11/11
496,London Bishops Inn,18,11,1446,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,11/1446,1446/11,1446/11/18
497,London Bishops Inn,8,2,1447,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,2/1447,1447/2,1447/2/8
498,London Bishops Inn,5,5,1447,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,5/1447,1447/5,1447/5/5
499,London Bishops Inn,14,5,1447,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,5/1447,1447/5,1447/5/14
500,London Bishops Inn,23,6,1447,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,6/1447,1447/6,1447/6/23
501,London Bishops Inn,28,6,1447,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,6/1447,1447/6,1447/6/28
502,London Bishops Inn,30,6,1447,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,6/1447,1447/6,1447/6/30
503,London Bishops Inn,24,11,1447,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,John Wisdom,,1,11/1447,1447/11,1447/11/24
504,London Bishops Inn,26,11,1447,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,11/1447,1447/11,1447/11/26
505,London Bishops Inn,26,4,1448,,51.51213,-0.11451,London,Bishop's inn at London,p. 91-92 relook,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,4/1448,1448/4,1448/4/26
506,London Bishops Inn,27,4,1448,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,4/1448,1448/4,1448/4/27
507,London Bishops Inn,28,4,1448,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,4/1448,1448/4,1448/4/28
508,London Bishops Inn,30,4,1448,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,William Seward,Esquire,Master Hugh Sugar,Bishop's chancellor,John Touker,notary-public,,,1,4/1448,1448/4,1448/4/30
509,London Bishops Inn,6,5,1448,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,Sir William,Rector of the church of Bledon,Sir John Garnesey,Vicar of the church of Banwell,William Langton,notary-public,,,1,5/1448,1448/5,1448/5/6
510,London Bishops Inn,29,5,1448,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,5/1448,1448/5,1448/5/29
511,London Bishops Inn,29,5,1448,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,5/1448,1448/5,1448/5/29
512,London Bishops Inn,9,6,1448,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,6/1448,1448/6,1448/6/9
513,London Bishops Inn,12,6,1448,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,6/1448,1448/6,1448/6/12
514,London Bishops Inn,5,11,1448,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,11/1448,1448/11,1448/11/5
515,London Bishops Inn,12,11,1448,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,11/1448,1448/11,1448/11/12
516,London Bishops Inn,26,11,1448,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,11/1448,1448/11,1448/11/26
517,London Bishops Inn,16,2,1449,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,2/1449,1449/2,1449/2/16
518,London Bishops Inn,21,2,1449,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,2/1449,1449/2,1449/2/21
519,London Bishops Inn,5,3,1449,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,Sir John Roberd,Rector of Culve,Master John Moreton,Canon of Wells,Thomas Daberichecourt,Literate,,,1,3/1449,1449/3,1449/3/5
520,London Bishops Inn,6,3,1449,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,3/1449,1449/3,1449/3/6
521,London Bishops Inn,14,3,1449,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,3/1449,1449/3,1449/3/14
522,London Bishops Inn,15,3,1449,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,3/1449,1449/3,1449/3/15
523,London Bishops Inn,19,3,1449,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,3/1449,1449/3,1449/3/19
524,London Bishops Inn,24,3,1449,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,3/1449,1449/3,1449/3/24
525,London Bishops Inn,28,3,1449,,51.51213,-0.11451,London,Bishop's inn at London,relook p. 111,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,3/1449,1449/3,1449/3/28
526,London Bishops Inn,28,5,1449,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,Literate,1,5/1449,1449/5,1449/5/28
527,London Bishops Inn,18,7,1449,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,7/1449,1449/7,1449/7/18
528,London Bishops Inn,18,7,1449,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,7/1449,1449/7,1449/7/18
529,London Bishops Inn,24,7,1449,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,7/1449,1449/7,1449/7/24
530,London Bishops Inn,26,7,1449,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,7/1449,1449/7,1449/7/26
531,London Bishops Inn,19,9,1449,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,9/1449,1449/9,1449/9/19
532,London Bishops Inn,19,11,1449,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,11/1449,1449/11,1449/11/19
533,London Bishops Inn,23,11,1449,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,11/1449,1449/11,1449/11/23
534,London Bishops Inn,23,11,1449,,51.51213,-0.11451,London,Bishop's registry in his inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,11/1449,1449/11,1449/11/23
535,London Bishops Inn,28,11,1449,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,Master Robert Stillyngton,"Doctor of laws, canon of Wells",Master William North,Scribe,Master John Machon,scribe,,,1,11/1449,1449/11,1449/11/28
536,London Bishops Inn,28,11,1449,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,11/1449,1449/11,1449/11/28
537,London Bishops Inn,29,11,1449,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,11/1449,1449/11,1449/11/29
538,London Bishops Inn,5,12,1449,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,12/1449,1449/12,1449/12/5
539,London Bishops Inn,6,12,1449,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,12/1449,1449/12,1449/12/6
540,London Bishops Inn,8,12,1449,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,12/1449,1449/12,1449/12/8
541,London Bishops Inn,10,12,1449,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,12/1449,1449/12,1449/12/10
542,London Bishops Inn,18,12,1449,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,12/1449,1449/12,1449/12/18
543,London Bishops Inn,26,1,1450,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,1/1450,1450/1,1450/1/26
544,London Bishops Inn,30,1,1450,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,1/1450,1450/1,1450/1/30
545,London Bishops Inn,4,2,1450,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,2/1450,1450/2,1450/2/4
546,London Bishops Inn,11,2,1450,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,2/1450,1450/2,1450/2/11
547,London Bishops Inn,14,2,1450,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,2/1450,1450/2,1450/2/14
548,London Bishops Inn,8,3,1450,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,3/1450,1450/3,1450/3/8
549,London Bishops Inn,17,11,1450,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,11/1450,1450/11,1450/11/17
550,London Bishops Inn,20,11,1450,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,11/1450,1450/11,1450/11/20
551,London Bishops Inn,11,12,1450,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,12/1450,1450/12,1450/12/11
552,London Bishops Inn,18,12,1450,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,12/1450,1450/12,1450/12/18
553,London Bishops Inn,29,1,1451,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,1/1451,1451/1,1451/1/29
554,London Bishops Inn,16,2,1451,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,2/1451,1451/2,1451/2/16
555,London Bishops Inn,16,2,1451,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,2/1451,1451/2,1451/2/16
556,London Bishops Inn,18,2,1451,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,2/1451,1451/2,1451/2/18
557,London Bishops Inn,23,2,1451,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,2/1451,1451/2,1451/2/23
558,London Bishops Inn,27,2,1451,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,2/1451,1451/2,1451/2/27
559,London Bishops Inn,3,3,1451,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,3/1451,1451/3,1451/3/3
560,London Bishops Inn,25,3,1451,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,3/1451,1451/3,1451/3/25
561,London Bishops Inn,7,4,1451,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,4/1451,1451/4,1451/4/7
562,London Bishops Inn,2,2,1452,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,2/1452,1452/2,1452/2/2
563,London Bishops Inn,6,2,1452,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,Sir Edmund Yalton,Priest,Master Thomas Merssh,,Thomas Eustace,,,"clerk, notary-public",1,2/1452,1452/2,1452/2/6
564,London Bishops Inn,17,8,1452,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,John Bosvile,,Thomas Westley,,William Langton,notary-public,,,1,8/1452,1452/8,1452/8/17
565,London Bishops Inn,18,8,1452,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,8/1452,1452/8,1452/8/18
566,London Bishops Inn,24,2,1453,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,2/1453,1453/2,1453/2/24
567,London Bishops Inn,1,3,1453,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,Thomas Eustace,,Richard Parkerton of Claverton,,William Langton,notary-public,,,1,3/1453,1453/3,1453/3/1
568,London Bishops Inn,1,5,1453,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,Richard Erle,Gentleman,John Payne,,William Langton,Bishop's registrar,,,1,5/1453,1453/5,1453/5/1
569,London Bishops Inn,8,5,1453,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,Master Thomas Boleyne,,Thomas Warreyn,,William Langton,notary-public and bishop's registrar,,,1,5/1453,1453/5,1453/5/8
570,London Bishops Inn,12,6,1453,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,6/1453,1453/6,1453/6/12
571,London Bishops Inn,15,6,1453,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,6/1453,1453/6,1453/6/15
572,London Bishops Inn,27,6,1453,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,Sir John Roberd,Rector of Culve,Master John Pope,S.T.P.,Reynold Baker,,,,1,6/1453,1453/6,1453/6/27
573,London Bishops Inn,2,7,1453,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,7/1453,1453/7,1453/7/2
574,London Bishops Inn,2,7,1453,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,7/1453,1453/7,1453/7/2
575,London Bishops Inn,9,7,1453,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,John Touker,,1,7/1453,1453/7,1453/7/9
576,London Bishops Inn,6,3,1454,,51.51213,-0.11451,London,Bishop's palace at London (counting as inn),,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,3/1454,1454/3,1454/3/6
577,London Bishops Inn,26,5,1454,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,5/1454,1454/5,1454/5/26
578,London Bishops Inn,27,5,1454,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,5/1454,1454/5,1454/5/27
579,London Bishops Inn,4,7,1454,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,7/1454,1454/7,1454/7/4
580,London Bishops Inn,12,7,1454,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,7/1454,1454/7,1454/7/12
581,London Bishops Inn,19,7,1454,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,7/1454,1454/7,1454/7/19
582,London Bishops Inn,14,2,1455,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,2/1455,1455/2,1455/2/14
583,London Bishops Inn,18,2,1455,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,2/1455,1455/2,1455/2/18
584,London Bishops Inn,19,2,1455,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,2/1455,1455/2,1455/2/19
585,London Bishops Inn,28,2,1455,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,2/1455,1455/2,1455/2/28
586,London Bishops Inn,4,3,1455,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,3/1455,1455/3,1455/3/4
587,London Bishops Inn,10,3,1455,,51.51213,-0.11451,London,Bishop's inn at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,Master William North,,Master Robert Peuesey,,William Langton,notary-public,,,1,3/1455,1455/3,1455/3/10
588,London Bishops Inn,1,3,1458,,51.507351,-0.127758,London,Bishop's palace at London,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,3/1458,1458/3,1458/3/1
589,London Bishops Inn,15,7,1461,,51.507351,-0.127758,London,,,,,,,,,,,,,,,1,7/1461,1461/7,1461/7/15
590,London Bishops Inn,11,5,1445,,51.507351,-0.127758,London,,,,,,,,,,,,,,,1,5/1445,1445/5,1445/5/11
591,London Bishops Inn,17,3,1447,,51.507351,-0.127758,London,,,,,,,,,,,,,,,1,3/1447,1447/3,1447/3/17
592,London Bishops Inn,16,6,1447,,51.507351,-0.127758,London,,,,,,,,,,,,,,,1,6/1447,1447/6,1447/6/16
593,London Bishops Inn,10,7,1447,,51.507351,-0.127758,London,,,,,,,,,,,,,,,1,7/1447,1447/7,1447/7/10
594,London Bishops Inn,13,3,1445,,51.507351,-0.127758,London,,,,,,,,,,,,,,,1,3/1445,1445/3,1445/3/13
595,London Bishops Inn,2,2,1446,,51.507351,-0.127758,London,Wednesday the feast of the Purification,,,,,,,,,,,,,,1,2/1446,1446/2,1446/2/2
596,London Bishops Inn,12,3,1446,,51.507351,-0.127758,London,Saturday of the four seasons in first week of Lent,,,,,,,,,,,,,,1,3/1446,1446/3,1446/3/12
597,London Bishops Inn,29,3,1449,,51.507351,-0.127758,London,,,,,,,,,,,,,,,1,3/1449,1449/3,1449/3/29
